chr	rho	r_cM	lenCorCor	lenClosest	lenMean	DFE_all	DFE_noCpG	genus	pop	species	Ne	Island	
24	0.017591733	9.597122	6833524	8021379	7240039	0.246403	0.165546	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
26	0.015473967	6.923677	6657878	4907541	6301098	0.265689	0.192368	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
27	0.01123182	5.517907	4857840	4618897	4685442	0.317648	0.242993	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
28	0.015964583	8.610583	5284033	4963201	5221503	0.263467	0.166968	Geospiza	GeoSepW	GeoSep	124488.56	Yes	
1	0.004657267	2.738938	117954051	118548696	116424203	0.382192	0.278382	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
1A	0.004220837	2.693167	73732264	73657157	72685834	0.276759	0.224026	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
2	0.004400537	2.813486	154331614	156412533	153125909	0.354252	0.216034	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
3	0.004693155	2.719641	114561924	112617285	112793376	0.31544	0.252811	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
4	0.004152717	2.459158	72976050	69780378	70015997	0.415943	0.262408	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
4A	0.007904417	5.151427	20451253	20704505	20223624	0.242102	0.184873	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
5	0.004403737	2.336388	59626954	62374962	61694345	0.305046	0.238003	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
6	0.005472718	3.338395	36514087	36305782	35613976	0.273341	0.219074	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
7	0.005517095	3.357229	39246143	39844632	38569009	0.391463	0.242528	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
8	0.007441223	4.450898	31775369	27993427	30597724	0.270113	0.353516	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
9	0.005318782	3.306046	25648982	27241186	25794245	0.364951	0.262568	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
10	0.006711985	4.498846	20525061	20806668	20492001	0.337336	0.214567	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
11	0.006358335	3.694092	20924582	21403021	20820935	0.405429	0.351442	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
12	0.007628523	4.377755	21037236	21576510	20957467	0.22758	0.204816	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
13	0.00796059	4.223173	19315571	16962381	17755544	0.32544	0.24583	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
14	0.009030785	5.010265	16611975	16419078	16464737	0.30377	0.213006	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
15	0.013582697	8.445695	14276578	14428146	14141293	0.298542	0.20673	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
17	0.010983337	5.843687	10972141	11648728	11265327	0.249589	0.178635	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
18	0.010723257	5.453749	12580095	11201131	11916102	0.34067	0.195428	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
19	0.0117709	6.527249	11197607	11587733	10999405	0.188147	0.162399	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
20	0.010401965	5.843016	15059066	15652063	15012468	0.208945	0.208513	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
21	0.009352103	5.421236	6847934	5979137	7075184	0.281146	0.27971	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
22	0.018651533	9.73451	4876366	3370227	4289794	0.220099	0.3068	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
23	0.015108233	11.534342	7530976	6196912	6815602	0.215994	0.178424	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
24	0.017591733	9.597122	6833524	8021379	7240039	0.38239	0.138849	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
26	0.015473967	6.923677	6657878	4907541	6301098	0.289796	0.181887	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
27	0.01123182	5.517907	4857840	4618897	4685442	0.306999	0.279109	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
28	0.015964583	8.610583	5284033	4963201	5221503	0.343706	0.130607	Platyspiza	PlaCraZ	PlaCra	73289.48	Yes	
1	0.004657267	2.738938	117954051	118548696	116424203	0.368213	0.190846	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
1A	0.004220837	2.693167	73732264	73657157	72685834	0.308409	0.233239	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
2	0.004400537	2.813486	154331614	156412533	153125909	0.330769	0.278692	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
3	0.004693155	2.719641	114561924	112617285	112793376	0.314759	0.227745	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
4	0.004152717	2.459158	72976050	69780378	70015997	0.353748	0.304123	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
4A	0.007904417	5.151427	20451253	20704505	20223624	0.30876	0.156242	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
5	0.004403737	2.336388	59626954	62374962	61694345	0.33911	0.19348	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
6	0.005472718	3.338395	36514087	36305782	35613976	0.290474	0.19041	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
7	0.005517095	3.357229	39246143	39844632	38569009	0.377198	0.295372	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
8	0.007441223	4.450898	31775369	27993427	30597724	0.439365	0.162966	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
9	0.005318782	3.306046	25648982	27241186	25794245	0.407147	0.209648	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
10	0.006711985	4.498846	20525061	20806668	20492001	0.277995	0.080101	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
11	0.006358335	3.694092	20924582	21403021	20820935	0.477792	0.291094	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
12	0.007628523	4.377755	21037236	21576510	20957467	0.303843	0.152078	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
13	0.00796059	4.223173	19315571	16962381	17755544	0.292659	0.21375	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
14	0.009030785	5.010265	16611975	16419078	16464737	0.318075	0.212028	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
15	0.013582697	8.445695	14276578	14428146	14141293	0.23689	0.173702	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
17	0.010983337	5.843687	10972141	11648728	11265327	0.27118	0.141478	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
18	0.010723257	5.453749	12580095	11201131	11916102	0.311717	0.225419	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
19	0.0117709	6.527249	11197607	11587733	10999405	0.321429	0.117139	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
20	0.010401965	5.843016	15059066	15652063	15012468	0.321915	0.139907	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
21	0.009352103	5.421236	6847934	5979137	7075184	0.340411	0.172672	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
22	0.018651533	9.73451	4876366	3370227	4289794	0.484055	0.147663	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
23	0.015108233	11.534342	7530976	6196912	6815602	0.255149	0.118294	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
24	0.017591733	9.597122	6833524	8021379	7240039	0.268713	0.269327	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
26	0.015473967	6.923677	6657878	4907541	6301098	0.289881	0.169098	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
27	0.01123182	5.517907	4857840	4618897	4685442	0.396746	0.252253	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
28	0.015964583	8.610583	5284033	4963201	5221503	0.2481	0.212039	Pinaroloxias	PinOrnC	PinOrn	82181.77	Yes	
